DATE      	FRAC INTERCEP  	AG RES BIOMASS 	BG RES BIOMASS 	ROOT RES BIOMASS	SFC MANURE C   	AG RES N       	BG RES N       	ROOT RES N     	SFC MANURE N   	STD RES MOIST  	FLAT RES MOIST 
YYYY-MM-DD	-              	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	kg/ha          	kg/ha          	kg/ha          	Mg/ha          	kg/kg          	kg/kg          
1984-01-01	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-02	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-03	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-04	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-05	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-06	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-07	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-08	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-09	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-10	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-11	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-12	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-13	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-14	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-15	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-16	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-17	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-18	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-19	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-20	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-21	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-22	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-23	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-24	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-25	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-26	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-27	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-28	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-29	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-30	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-01-31	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-01	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-02	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-03	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-04	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-05	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-06	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-07	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-08	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-09	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-10	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-11	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-12	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-13	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-14	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-15	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-16	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-17	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-18	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-19	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-20	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-21	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-22	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-23	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-24	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-25	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-26	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-27	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-02-28	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-01	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-02	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-03	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-04	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-05	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-06	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-07	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
1984-03-08	0.0000         	0.0000         	0.0000         	0.0000         	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        	0.00000        
